CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,LATITUDE,LONGITUDE
LL041406,The Clinic,The Clinic,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.98495,33.76415
LL041407,The Clinic - Dr. Humera A Chaudhry,Dr. Humera A,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.98495,33.76415
LL041408,THEATRE FOR CHANGE NGO,THEATRE FOR CHANGE NGO,Non-Government,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
BT241409,Thejopal Rotta. S,Thejopal Rotta. S,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.78392,35.00238
TH311410,Thekerani Rural Hospital,Thekerani Rural Hospital,Government,Hospital,Functional,South East Zone,Thyolo,Jan 1st 75,-16.32104,35.20741
MU211411,Thembe Health Centre,Thembe Health Centre,Christian Health Association of Malawi (CHAM),Dispensary,Functional,South West Zone,Mulanje,Jan 1st 75,-16.06936,35.63033
CK271412,Thendo,Thendo,Government,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.670226,34.879987
CK271413,Therere,Therere,Government,Health Post,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.36776,34.682238
CP061414,Therere,Therere,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-10.417667,33.663209
TH311415,Thomas Health Centre,Thomas Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-16.02878,34.97881
ZA231416,Thondwe Dispensary,Thondwe,Government,Dispensary,Functional,South West Zone,Zomba,Jan 1st 76,-15.48458,35.23696
ZA231417,Thondwe Pastoral Centre,Katolika,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South West Zone,Zomba,Jan 1st 75,-15.49429,35.21861
DA021418,Thonje Health Centre,Thonje,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 84,-13.72624,34.23725
MU211419,Thornwood Estate Clinic,Thornwood,Private,Clinic,Functional,South West Zone,Mulanje,Jan 1st 75,-16.06936,35.63033
KB051420,Thoto Dispensary,Thoto,Government,Dispensary,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.45315,34.27732
DE031421,Three Brothers,Three Brothers,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Centrals West Zone,Dedza,Jan 1st 75,,
MU211422,Thuchila Health Centre,Thuchila Health Centre,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,,
TH311423,Thukuta,Thukuta Improved Health post,Government,Health Post,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.394465,35.263278
CR261424,Thumbwe Health Centre,Thumbwe,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,-15.76823,35.24849
MZ161425,Thunduwike Health Centre,Thunduwike,Government,Health Centre,Functional,North Zone,Mzimba,Dec 31st 74,-11.17665,33.57636
TH311426,Thunga Health Centre,Thunga ,Private,Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-16.00096,35.06532
KU071427,Thupa Health Centre,Thupa,Government,Health Centre,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-12.682667,33.393528
TH311428,Thyolo District Hospital,Thyolo Hospital,Government,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,-16.06937,35.14806
TH311429,Thyolo Private Clinic,Thyolo Private Clinic,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.07,35.14
CK271430,Tichira,Tichira,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,,
NS301431,Tikondane Clinic,Tikondane,Private,Health Centre,Non-functional,South East Zone,Nsanje,Jan 1st 75,-16.58035,35.10953
BT241432,Tilinanu Private Medical Clinic,Tilinanu ,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77382,35.03262
KA151433,Tilola,Tilola,Government,Health Post,Functional,North Zone,Karonga,May 31st 87,-10.329445,34.175349
KA151434,Timunyazge Clinic,Timunyazye,Private,Clinic,Functional,North Zone,Karonga,Apr 5th 04,-10.21191,34.08743
KU071435,"Titani Private Clinic, Chimpha",Titani,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-12.98491,33.69437
MW281436,Tiyende Ptv Clinic,Tiyende Private Clinic,Private,Clinic,Functional,South East Zone,Mwanza,Jan 1st 75,-15.59467,34.51102
DE031437,Tiyese Maternity Clinic,Maganga,Private,Clinic,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.29613,34.16295
MZ161438,Tovwirane Private,Tovwirane,Private,Dispensary,Functional,North Zone,Mzimba,Jan 1st 75,,
DA021439,Towoo's Private Clinic,TIWOOS,Private,Clinic,Non-functional,Central East Zone,Dowa,Jan 1st 75,-13.70579,33.60186
NS301440,Trinity Hospital,Trinity,Christian Health Association of Malawi (CHAM),Hospital,Non-functional,South East Zone,Nsanje,Jan 1st 75,-16.41919,35.17154
BT241441,Trizah Private Clinic,Tirzah,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81,35.06
BT241442,Trumate,Trumate,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.791433,35.084593
BT241443,Truzag,Truzag Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81196,35.05753
NT121444,Tsangano Health Centre,Tsangano,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Centrals West Zone,Ntcheu,Apr 4th 65,-15.17401,34.61117
DE031445,Tsoyo Dispensary/Health Center,Tsoyo,Government,Clinic,Functional,Centrals West Zone,Dedza,Dec 31st 74,-14.08098,34.16138
KB051446,Tukombo,Tukombo,Government,Dispensary,Functional,North Zone,Nkhata Bay,Mar 1st 15,-11.6080859,34.3012409
MG201447,Tulame Pvt Clinic,Tulame Pvt Clinic,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,,
MW281448,Tulonkhondo Health Centre,Tulonkhondo Health Centre,Government,Health Centre,Functional,South East Zone,Mwanza,Jan 1st 75,-15.7496,34.52277
RU141449,Twisile Private Clinic,Twisile,Private,Clinic,Functional,North Zone,Rumphi,Dec 30th 12,-10.9776,33.74598
NK101450,Ukasi Clinic,Ukasi,Private,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.52926,34.16337
LL041451,Ukwe Health Centre,Ukwe,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.82586,33.60129
BT241452,Ulemu,Ulemu,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77529,35.00207
KA151453,Uliwa,Uliwa,Government,Health Post,Functional,North Zone,Karonga,Jan 1st 97,-10.454047,34.207592
BK171454,Ulongwe Health Centre,ulongwe health centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,-14.86247,35.17734
MG201455,Umodzi Clinic,Umodzi,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.47692,35.2643
ZA231456,Umodzi Clinic - Aquaid Lifeline Project,Umodzi Clinic - Aquaid Lifeline Project,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,,
KU071457,Umoyo Private clinic,Umoyo Private clinic,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.039873,33.481274
MC191458,Umoyo Private Clinic,Umoyo,Private,Clinic,Functional,South West Zone,Machinga,Jan 1st 75,-14.99987,35.49031
KA151459,Umoyo uweme Clinic,Umoyo Uweme,Private,Dispensary,Closed (Temporary),North Zone,Karonga,Dec 31st 74,,
BT241460,Umunthu Foundation private clinic,Umunthu Foundation private Clinic,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.84,35.1
CK271461,Umuoneke,Umuoneke,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.062656,34.819652
MZ161462,Ungweru,Ungweru,Private,Clinic,Functional,North Zone,Mzimba,Jan 1st 75,-11.8951925,33.5919896
BT241463,Ungweru private clinic,Ungweru,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.75,35
BT241464,Unilever South East Private,Unilever South East Private,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
NT121465,Unipharm Private Clinic,Unipharm Private Clinic,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Centrals West Zone,Ntcheu,Jan 1st 75,,
KB051466,Usisya Health Centre,Usisya health centre,Government,Health Centre,Functional,North Zone,Nkhata Bay,Aug 1st 62,-11.2394,34.20941
BK171467,Utale 1 Health Centre,Utale 1,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,-15.17774,35.06424
BK171468,Utale 2 Health Centre,Utale 2,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,-15.16981,35.07239
KU071469,Mphatso Zathu Pvt Clinic,Mphatso zathu,Private,Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.0675,33.48297
MZ161470,Vibangalala Dispensary,Vibangalala,Government,Dispensary,Functional,North Zone,Mzimba,Jan 1st 75,-12.23433,33.48619
KA151471,Vilaule,Vilaule,Government,Health Post,Functional,North Zone,Karonga,Jan 1st 04,-9.944731,33.773907
KB051472,Vision Bible Training & Accom. Centre Pvt Clinic,VIBTAC,Non-Government,Dispensary,Functional,North Zone,Nkhata Bay,Jan 1st 75,,
MZ161473,Vision Care,Vision Care,Private,Dispensary,Functional,North Zone,Mzimba,Jan 1st 75,,
BT241474,Viyuyi Mathews M. Yankho Priv,Viyuyi Mathews M. Yankho Priv,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.74251,35.0776
LL041475,Vision Care - Area 14,Vision Care,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
MZ161476,Vitumbiko Private Clinic,Vitumbiko,Private,Clinic,Non-functional,North Zone,Mzimba,Jan 1st 75,-11.46986,34.06929
KB051477,Vizara Dispensary,Vizara,Private,Dispensary,Functional,North Zone,Nkhata Bay,Jan 1st 75,-11.66656,34.26115
MZ161478,"WAFC Private Clinic, Banda, Be",WAFC,Private,Clinic,Non-functional,North Zone,Mzimba,Jan 1st 75,-12.35458,33.55284
KA151479,Wakisa Private Clinic,Wakisa,Private,Dispensary,Functional,North Zone,Karonga,Jan 1st 75,,
MC011480,Waliranji 2,Waliranji 2,Private,Clinic,Non-functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.97113,33.272523
PH221481,Waruma,Waruma,Government,Health Post,Functional,South West Zone,Phalombe,Dec 30th 00,-15.77083,35.550567
LL041482,Watch Tower Society,Watch Tower,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
ZA231483,Wecare Maternity Private Clini,We care,Private,Clinic,Non-functional,South West Zone,Zomba,Jan 1st 75,-15.37806,35.36123
BT241484,Wehmat,Wehmat,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.8,35.01
CP061485,Wenya Health Centre,Wenya,Government,Health Centre,Functional,North Zone,Chitipa,Sep 8th 78,-10.11286,33.56344
LL041486,Westcliff Clinic,Westclif,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.00768,33.81013
MZ161487,Wezi Medical Centre,Wezi,Private,Clinic,Functional,North Zone,Mzimba,Jan 1st 75,-11.4659514,34.0133805
BT241488,White Dove,White Dove,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.767186,34.999598
KA151489,Wiliro Health Centre,Wililo,Government,Health Centre,Functional,North Zone,Karonga,Jan 1st 83,-9.89312,33.61404
KU071490,Wimbe Health Centre,Wimbe,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-12.99126,33.68694
RU141491,Wongani Private Clinic,Wongani,Private,Clinic,Functional,North Zone,Rumphi,Jan 1st 12,-11.02379,33.85419
NK101492,World Medical Fund,World Medical Fund,Non-Government,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.91536,34.28338
KA151493,Wovwe EGENCO Clinic,Escom,Private,Clinic,Non-functional,North Zone,Karonga,Jan 1st 75,-10.44389,34.08461
NK101494,Yamikani private clinic,Yamikani,Private,Clinic,Non-functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.927064,34.290048
BT241495,Yankho .,Yankho Pvt,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South East Zone,Blantyre,Jan 1st 75,,
KU071496,Yankho Private Clinic,"Yankho,Tunza",Private,Clinic,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.04044,33.48111
LL041497,YONECO,Theatre for Change,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
NE291498,Zalewa Dapp Vct Station,Zalewa DAPP Clinic,Government,Clinic,Non-functional,South East Zone,Neno,Jan 1st 75,-15.44995,34.8504
NE291499,Zalewa Pih Clinic,Zalewa PIH,Private,Clinic,Functional,South East Zone,Neno,Jan 1st 75,-15.45,34.85
MC191500,Zasintha Private Clinic,Zasintha,Private,Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,-14.74521,35.56532
MZ161501,Zawanja,Zawanja,Private,Clinic,Non-functional,North Zone,Mzimba,Jan 1st 75,-12.35,33.55
ZA231502,Zilindo Health Centre,Zilindo,Government,Clinic,Non-functional,South West Zone,Zomba,Jan 1st 75,-15.3805,35.3013
BT241503,Zingwangwa BLM,Zingwangwa BLM,Non-Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
BT241504,Zingwangwa Health Centre,Zingwangwa,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
BT241505,Zingwangwa private clinic,Zingwangwa private clinic,Private,Clinic,Non-functional,South East Zone,Blantyre,Jan 1st 75,-15.817047,35.014587
TH311506,Zoa Health Centre,Zoa Health Centre,Government,Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-16.23764,35.19992
MZ161507,Zolozolo Health Centre,Zolozolo,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.4352564,34.0241716
ZA231508,Zomba BLM,Banja la mtsogolo,Non-Government,Clinic,Non-functional,South West Zone,Zomba,Jan 1st 75,-15.38919,35.31989
ZA231509,Zomba Central Hospital,General,Government,Central Hospital,Functional,South West Zone,Zomba,Jan 1st 75,-15.3994,35.31378
ZA231510,Zomba Central Prison Clinic,Zomba Prison Hospital,Government,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,-15.39611,35.31248
ZA231511,Zomba City Private Clinic,city clinic,Private,Dispensary,Non-functional,South West Zone,Zomba,Jan 1st 75,-15.383472,35.321326
ZA231512,Zomba DHO Pharmacy,Zomba DHO Pharmacy,Government,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,,
ZA231513,Zomba Mental Hospital,Mental,Government,Hospital,Functional,South West Zone,Zomba,Jan 1st 75,-15.39874,35.30477
RU141514,Zunga Health center,Zunga,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-10.84628,34.21231
NT081515,Chasolo Health Centre,Chasolo Health Centre,Government,Health Centre,Functional,Central East Zone,Ntchisi,Jan 1st 75,-15.500000,33.500000
NT081516,Chasolo Health Centre,Chasolo,Government,Health Centre,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.2512161,34.3015278
NT081517,Chinkhande Health Centre,Chinkhande,Government,Health Centre,Functional,Central East Zone,Ntchisi,Jan 1st 75,-13.2512161,34.3015278
PH221518,Namasoko Dispensary,Namasoko Dispensary,Government,Dispensary,Functional,South West Zone,Phalombe,Jan 1st 75,-15.739998,35.604002
BT241520,Ntonda,Ntonda Health Centre,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-13.2512161,34.3015278
BT241521,Kachere Health Centre,Kachere,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-13.2512161,34.3015278
BT241522,Khungulu Health Centre,Khungulu,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-13.2512161,34.3015278
NS301523,Osiyana,New Makhanga,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,-13.2512161,34.3015278
BK171524,Balaka OPD Health Centre,Balaka OPD Health Centre,Government,Health Centre,Functional,South West Zone,Balaka,Jan 1st 75,-14.990816,34.960833
BT241525,Bangwe Madina Health Centre,Bangwe Madina Health Centre,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.824296339104924,35.0877571105957
KU071526,Bua Dispensary,Bua Dispensary,Government,Dispensary,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29372,33.5385
TH311527,Bvumbwe Research Health Centre,Bvumbwe Research Health Centre,Government,Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-15.8905,35.06825
CP061528,Chisasu Health Post,Chisasu Health Post,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.728244458178885,33.44372240545844
NE291529,Dambe Health Centre,Dambe Health Centre,Government,Unclassified,Functional,South East Zone,Neno,Jan 1st 75,-15.560754954960759,34.50506393223805
BT241530,Anzathu Maternity Centre,Blantyre,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.862694,34.970778
BT241531,MACRO Chirimba,MACRO Chirimba,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.74368425173074,35.0139856338501
LL041532,Diamphwi Health Centre,Diamphwi Health Centre,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.13436,34.08153
LL041533,MASM Area 12,MASM Area 12,Private,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
NK101534,Dwangwa Matiki Clinic,Dwangwa Matiki Clinic,Government,Clinic,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.499,34.154
MZ161535,Enukweni Mission Health Centre,Enukweni Mission Health Centre,Mission/Faith-based (other than CHAM),Unclassified,Functional,North Zone,Mzimba,Jan 1st 75,-11.18005,33.88592
NK101536,Kaongozi Health Centre,Kaongozi Health Centre,Government,Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.929080299855837,34.27805540202219
MG201537,Kapire Health Centre,Kapire Health Centre,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.7858441,34.9994002
KA151538,Kayerekera Health Centre,Kayerekera Health Centre,Government,Health Centre,Functional,North Zone,Karonga,Jan 1st 75,-9.949218870246149,33.923395095685144
DE031539,Police College Health Centre Mua,Police College Mua,Government,Health Centre,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.22589,34.51142
MU211540,Ruo Dispensary,Ruo Dispensary,Other,Dispensary,Functional,South West Zone,Mulanje,Jan 1st 75,-16.08964,35.66507
SA091541,Senga Bay Baptist Health Centre,Senga Bay Baptist Health Centre,Mission/Faith-based (other than CHAM),Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-13.74117,34.59536
KU071542,St Augustine Health Centre,St Augustine Health Centre,Other,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 75,-0.1,0.1
TH311543,Thekerani Health Centre,Thekerani Health Centre,Other,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,,
TH311544,Thekerani Health Centre,Thekerani Health Centre,Other,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.32106,35.20716
MG201545,Tutu Private Clinic,Tutu Private Clinic,Other,Clinic,Functional,South West Zone,Mangochi,Jan 1st 75,,
MG201546,Tutu Private Clinic,Tutu Private Clinic,Other,Clinic,Functional,South West Zone,Mangochi,Jan 1st 75,-0.1,0.1
LL041547,Umoyo Private Clinic,Umoyo Private Clinic,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
LL041548,Umoyo Private Clinic,Umoyo Private Clinic,Private,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.99987,35.49031
PH221549,Phalombe District Hospital,Phalombe District Hospital,Government,District Hospital,Functional,South West Zone,Phalombe,Jan 1st 75,-15.7170604,35.7038228
LL041550,MASM Area 12,MASM Area 12,Private,Private,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
LL041551,MASM Area 12,MASM Area 12,Private,Private,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.951702607555239,33.78546407006904
BT241552,Chisomo Private Clinic,Chisomo,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.652717,35.019541
BT241553,MDF Secondary School Clinic,MDF Secondary School Clinic,Other,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.701300515348676,35.008320808410645
BT241554,Makata Dispensary Ndirande,Makata Dispensary Ndirande,Government,Dispensary,Functional,South East Zone,Blantyre,Jan 1st 75,-15.63006,35.07975
LL041555,Area 47 DIC,Area 47 DIC,Other,Unclassified,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
LL041556,Area 47 DIC,Area 47 DIC,Other,Private,Functional,Centrals West Zone,Lilongwe,Dec 31st 74,-0.1,0.1
BT241557,Nyambadwe DIC,Nyambadwe DIC,Other,Unclassified,Non-functional,South East Zone,Blantyre,Jan 1st 75,,
BT241558,Nyambadwe DIC,Nyambadwe DIC,Other,Unclassified,Non-functional,South East Zone,Blantyre,Jan 1st 75,-0.1,0.1
MZ161559,Hiltop DIC,Hiltop DIC,Other,Unclassified,Non-functional,North Zone,Mzimba,Jan 1st 75,,
MZ161560,Hiltop DIC,Hiltop DIC,Other,Unclassified,Non-functional,North Zone,Mzimba,Jan 1st 75,-0.1,0.1
MG201561,Mangochi Boma DIC,Mangochi Boma DIC,Other,Unclassified,Non-functional,South West Zone,Mangochi,Jan 1st 75,,
MG201562,Mangochi Boma DIC,Mangochi Boma DIC,Other,Unclassified,Non-functional,South West Zone,Mangochi,Jan 1st 75,-0.1,0.1
MZ161563,Manolo Health Centre,Manolo Health Centre,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.898040790369997,33.58455561169471
LL041564,McGuire Wellness Center (Child Legacy),McGuire Wellness Center (Child Legacy),Non-Government,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.067927759309073,33.471991297500175
MG201565,Mehboob Clinic,Mehboob Clinic,Private,Clinic,Functional,South West Zone,Mangochi,Jan 1st 75,-14.363570938561626,35.16665223910086
MZ161566,Moyale Barracks Health Centre,Moyale Barracks Health Centre,Government,Health Centre,Non-functional,North Zone,Mzimba,Jan 1st 75,,
MZ161567,Moyale Barracks Health Centre,Moyale Barracks Health Centre,Government,Health Centre,Non-functional,North Zone,Mzimba,Jan 1st 75,-1,10
BT241568,Moyo Private Clinic,Moyo Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,,
BT241569,Moyo Private Clinic,Moyo Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-1,1
DA021570,Mtengowanthenga Community Hospital,Mtengowanthenga Community Hospital,Government,Hospital,Functional,Central East Zone,Dowa,Jan 1st 75,,
MG201571,Namalweso Health Centre,Namalweso,Mission/Faith-based (other than CHAM),Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-13.952260,35.137631
BT241572,Nancholi Youth Organisation Clinic,Nancholi Youth Organisation Clinic,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-1,1
MG201573,Njereza Health Center,Njereza,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.3392413,35.0317026
MG201574,Cape Mclear Dispensary,Cape Mclear Dispensary,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.0259407,34.8521397
MG201575,Msaka Dispendary,Msaka Dispendary,Government,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,-14.0792622,34.8522917
CP061576,St. Cynthia Health Centre,St. Cynthia Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Chitipa,Jan 1st 75,-9.66009731406541,33.32054151578451
MC011577,Chiwanga Health Post,Chiwanga Health Post,Government,Health Post,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-14.228096243574074,33.40584971768343
CP061578,Chinongo Health Post,Chinongo,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.7132226149032,33.41614710248632
CP061579,Damsca Health Post,Damsca,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.773001,33.522856
CP061580,Kasaghala Health Post,Kasaghala,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.773001,33.522856
CP061581,Moto Health Post,Moto,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.773001,33.522856
CP061582,Mtogha Health Post,Mtogha,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.773001,33.522856
CP061583,St. Clara Health Centre,St. Clara,Government,Health Centre,Functional,North Zone,Chitipa,Jan 1st 75,-9.9776826,33.4102447
CP061584,St.Cynthia Health Centre,St. Cynthia,Government,Health Centre,Functional,North Zone,Chitipa,Jan 1st 75,-9.773001,33.522856
CP061585,Zambwe Health Post,Zambwe,Government,Health Post,Functional,North Zone,Chitipa,Jan 1st 75,-9.773001,33.522856
DE031586,Bema Dispensary,Bema,Government,Dispensary,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.15069,34.31881
DE031587,Chejero Health Post,Chejero,Government,Health Post,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.15069,34.31881
DE031588,Chiluzi Health Post,Chiluzi,Government,Health Post,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.15069,34.31881
DE031589,Chinkombero Health Centre,Chinkombero,Government,Health Centre,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.15069,34.31881
DA021590,Nadzikhale Health Post,Nadzikhale,Government,Health Centre,Functional,Central East Zone,Dowa,Jan 1st 75,-14.15069,34.31881
DE031591,Tchetsa Dispensary,Tchetsa,Government,Dispensary,Functional,Centrals West Zone,Dedza,Jan 1st 75,-14.15069,34.31881
DA021592,Chikhobwe Health Post,Chikhobwe,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
DA021593,Chimwanjati Health Post,Chimwanjati,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
DA021594,Chingondo Health Post,Chingondo,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
DA021595,Dzalo Health Post,Dzalo,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
DA021596,Jonasi Health Post,Jonasi,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
DA021597,Manondo Health Post,Manondo,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
DA021598,Mtayafuko Health Post,Mtayafuko,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
DA021599,Tchawale Health Post,Tchawale,Government,Health Post,Functional,Central East Zone,Dowa,Jan 1st 75,-13.27878,33.68392
KU071600,Chanthunthu Health Post,Chanthunthu,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071601,Chima Health Post,Chima,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071602,Kadifula Health Post,Kadifula,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
KU071603,Kamphotola Health Post,Kamphotola,Government,Health Post,Functional,Central East Zone,Kasungu,Jan 1st 75,-13.29403,33.53859
